id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;year;Nemployees;Ncommunities;management;freeINDandDEC;freeFINandGOV;AREAtotal;AREAred;facilities[SQ001];facilities[SQ002];facilities[SQ003];facilities[SQ004];facilities[SQ005];NCSOs;CSOrehab;CSOinvest;Npumpstat;MvarCSO[SQ001];MvarCSO[SQ002];MvarCSO[SQ003];MvarCSO[SQ004];MvarCSO[SQ005];MvarCSO[other];NinstrumCSO;Npluviom;WLmeas[SQ001];WLmeas[SQ002];WLmeas[SQ003];WLmeas[SQ004];WLmeas[SQ005];WLmeas[other];WLplants;WLassess;WLdataQlty;WLdataQLTYbad[SQ001];WLdataQLTYbad[SQ002];WLdataQLTYbad[SQ003];WLdataQLTYbad[other];WQproblm2[SQ001];WQproblm2[SQ002];WQproblm2[SQ003];WQproblm2[SQ004];WQproblm2[other];ORGshare[SQ001];ORGshare[SQ002];ORGshare[SQ003];ORGshare[SQ004];ORGshare[other];MTavail;METex[SQ001];METex[SQ002];METex[SQ003];METex[SQ004];METex[SQ005];METex[SQ006];METex[SQ007];METex[SQ008];METex[SQ009];METex[other];METobst[SQ001];METobst[SQ002];METobst[SQ003];METobst[SQ004];METobst[SQ005];METobst[SQ006];METobst[SQ007];METobst[SQ008];METobst[other];MEASplants[SQ001];MEASplants[SQ002];MEASplants[SQ003];MEASplants[SQ004];MEASplants[SQ005];MEASplants[SQ006];MEASplants[SQ007];MEASplants[SQ008];MEASplants[SQ009];MEASplants[other];MEunc;MEunc[comment];IntDrainPlan;IDPyear;IDPrev;ORGcoopUD;EMPevent;MEAStp;woWWTP;woWWTP[other];SSvision;SSvision[comment];CSOpublic;CSOpublic[comment];CSOlaw;impREG;TSguide;REGapply;REGenf;CSOreg[SQ001];CSOreg[SQ002];CSOreg[SQ003];CSOreg[SQ004];CSOreg[other];CSOmonit[1];CSOmonit[2];CSOmonit[3];CSOmonit[4];CSOmonit[5];CSOmonit[6];CSOmonit[7];CSOmonit[8];CSOmonit[9];CSOmonit[10];CSOmonit[11];CSOmonit[12];CSOownprop;UDfeed;COUDapply[SQ001];COUDapply[SQ002];interviewtime;groupTime3815;yearTime;NemployeesTime;NcommunitiesTime;managementTime;freeINDandDECTime;freeFINandGOVTime;AREAtotalTime;AREAredTime;facilitiesTime;groupTime3816;NCSOsTime;CSOrehabTime;CSOinvestTime;NpumpstatTime;groupTime3817;MvarCSOTime;NinstrumCSOTime;NpluviomTime;groupTime3818;WLmeasTime;WLplantsTime;WLassessTime;WLdataQltyTime;WLdataQLTYbadTime;WQproblm2Time;ORGshareTime;groupTime3821;MTavailTime;METexTime;METobstTime;MEASplantsTime;MEuncTime;groupTime3822;IntDrainPlanTime;IDPyearTime;IDPrevTime;ORGcoopUDTime;groupTime3823;EMPeventTime;groupTime3824;MEAStpTime;woWWTPTime;SSvisionTime;CSOpublicTime;groupTime3825;CSOlawTime;impREGTime;TSguideTime;REGapplyTime;REGenfTime;CSOregTime;groupTime3826;CSOmonitTime;CSOownpropTime;UDfeedTime;groupTime3827;CIsurveyTime;COUDapplyTime;is_complete;ip_region;ip_country
460;2024-07-12 06:11:07;11.0;de;1344216364;2024-07-10 08:17:37;2024-07-12 06:11:07;1966.0;3.0;4.0;;3.0;3.0;277.83;51.49;No;Yes;No;No;No;10.0;No;Yes;21.0;Yes;Yes;Yes;Yes;No;;5.0;;Yes;No;Yes;No;No;;From some;Daily;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;Yes;No;No;No;;No, I don't think this is needed;;Yes;2003;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;Yes;No;No;No;Kanalbewirtschaftungsystem;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Customized services of engineering and design offices;;;;;;;;;;;;No;No;1816.16;124.5;;;;;;;;;;61.0;;;;;447.5;;;;187.33;;;;;;;;208.13;;;;;;131.13;;;;;25.45;;341.33;;;;;110.98;;;;;;;89.97;;;;88.84;;;complete;Zurich;CH
459;2024-07-10 08:36:16;11.0;fr;914401615;2024-07-10 08:17:10;2024-07-10 08:36:16;1972.0;7.0;1.0;Yes;4.0;4.0;5959.0;;No;Yes;No;Yes;No;;;;12.0;;;;;;;;1.0;No;No;No;No;Yes;;From some;Annually;;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Yes;No;No;No;Yes;;Yes, I do uncertainty calculations on my data;;Yes;2010;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;Yes;No;No;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Education and training opportunities for measurement technology and measurement data management;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;No;No;1150.62;257.75;;;;;;;;;;41.09;;;;;13.27;;;;90.7;;;;;;;;79.49;;;;;;70.14;;;;;21.47;;126.12;;;;;101.79;;;;;;;235.36;;;;113.44;;;complete;Vaud;CH
457;2024-07-10 07:51:48;11.0;fr;643522880;2024-07-10 07:33:23;2024-07-10 07:51:48;1960.0;7.0;9.0;Yes;4.0;2.0;;;No;No;Yes;No;Yes;46.0;Yes;No;13.0;Yes;Yes;No;No;No;;8.0;0.0;No;Yes;No;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;;;Yes;;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;No;No;No;No;No;No;No;No;;Shifting competence from the municipality to the association;Increased supervisory role of the cantons;Performance indicators;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Better products and services from metrology companies;Education and training opportunities for measurement technology and measurement data management;Customized services of engineering and design offices;Joint events and information campaigns;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;;;;No;No;1091.45;151.82;;;;;;;;;;135.52;;;;;135.7;;;;75.77;;;;;;;;44.43;;;;;;18.27;;;;;21.97;;206.34;;;;;57.54;;;;;;;206.77;;;;37.32;;;complete;Bern;CH
456;2024-07-10 06:59:28;11.0;de;322770381;2024-07-10 06:40:02;2024-07-10 06:59:28;1970.0;2.0;1.0;Yes;1.0;3.0;760.0;;Yes;Yes;No;Yes;No;8.0;Yes;Yes;3.0;No;Yes;Yes;No;No;Überlaufkanten Zeit der Entlastung;8.0;1.0;No;No;No;No;Yes;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;Yes;No;No;;Yes;No;No;No;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;Yes;Yes;No;No;;;;Yes;2006;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;One-off subsidy for metrology equipment;Increased supervisory role of the cantons;;;;;;;;;;;;;No;No;1170.4;279.95;;;;;;;;;;34.17;;;;;141.46;;;;238.88;;;;;;;;87.58;;;;;;42.63;;;;;14.04;;148.47;;;;;54.63;;;;;;;114.36;;;;14.23;;;complete;Fribourg;CH
447;2024-07-09 15:44:16;11.0;de;554703673;2024-07-09 15:12:12;2024-07-09 15:44:16;1983.0;4.0;1.0;;5.0;2.0;12010.0;358.5;Yes;Yes;No;Yes;No;2.0;Yes;Yes;2.0;Yes;Yes;Yes;Yes;Yes;;2.0;2.0;No;No;Yes;No;No;;Of most;Once a month;Enig;;;;;;;;;;No;Yes;Yes;No;;No;Yes;Yes;No;Yes;No;Yes;No;No;No;;No;Yes;No;Yes;No;No;No;No;;;;;;;;;;;;Yes, I do uncertainty calculations on my data;;Yes;2024;Yes;4.0;Yes;No, neither of those;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;No;No;No;;;Yes;No;No;No;;;;;;;;;;;;;;;;No;No;1668.59;166.94;;;;;;;;;;187.89;;;;;406.03;;;;156.71;;;;;;;;220.56;;;;;;36.02;;;;;64.33;;210.23;;;;;115.95;;;;;;;73.58;;;;30.35;;;complete;Zurich;CH
446;2024-07-09 14:39:31;11.0;de;397147397;2024-07-09 14:05:26;2024-07-09 14:39:31;1962.0;67.0;90.0;Yes;5.0;4.0;51800.0;;Yes;Yes;Yes;No;Yes;161.0;No;No;11.0;Yes;Yes;Yes;Yes;Yes;;50.0;0.0;Yes;Yes;Yes;No;No;;Of most;Annually;Enig;;;;;;;;;;No;Yes;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;Yes;No;No;No;;;Sensoren werden überwacht, Plausibilisieren im Rahmen der Kontrollgänge;Yes;;Yes;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;Fehlmessungen können Bevölkerung unnötig (mangelndes Verständnis) beunruhigen. Mit Aufsichtsbehörde/Fachgremien kein Problem.;;;Yes;Yes;Yes;Yes;Yes;Yes;No;;Better products and services from metrology companies;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Joint events and information campaigns;;;;;;;;;;;;No;Yes;2048.25;406.05;;;;;;;;;;82.25;;;;;241.2;;;;145.36;;;;;;;;263.47;;;;;;98.6;;;;;18.16;;320.85;;;;;95.99;;;;;;;230.05;;;;146.27;;;complete;Basel-Landschaft;CH
439;2024-07-09 13:24:20;11.0;de;1384240569;2024-07-09 12:43:02;2024-07-09 13:24:20;1964.0;6.0;2.0;No;2.0;2.0;4269.0;;Yes;Yes;No;Yes;No;11.0;No;No;7.0;Yes;Yes;Yes;No;No;;11.0;1.0;No;Yes;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;;;;1.0;Yes;No, neither of those;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;Yes;Yes;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Education and training opportunities for measurement technology and measurement data management;Better products and services from metrology companies;;;;;;;;;;;;Yes;Yes;2448.82;559.89;;;;;;;;;;1370.86;;;;;93.29;;;;57.89;;;;;;;;22.7;;;;;;13.38;;;;;13.7;;125.4;;;;;62.02;;;;;;;80.43;;;;49.26;;;complete;Zurich;CH
462;2024-07-10 09:31:57;11.0;de;1876883889;2024-07-10 09:08:27;2024-07-10 09:31:57;1974.0;1.0;6.0;No;4.0;5.0;2035.0;0.0;Yes;Yes;No;Yes;No;0.0;;;1.0;;;;;;;;1.0;No;No;Yes;No;No;;Of most;Daily;Uenig;Yes;No;No;;No;No;No;Yes;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;No;No;No;;No, but I would like to know more or to do this in future;;;;;5.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;;Yes;Yes;Yes;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;;;No;No;1412.89;658.38;;;;;;;;;;34.26;;;;;18.81;;;;153.05;;;;;;;;87.09;;;;;;15.26;;;;;13.9;;191.38;;;;;59.91;;;;;;;148.04;;;;32.81;;;complete;Bern;CH
480;2024-07-11 09:56:46;11.0;de;838140008;2024-07-11 09:37:35;2024-07-11 09:56:46;1989.0;27.0;6.0;Yes;4.0;5.0;865.0;164.0;No;Yes;No;No;No;24.0;Yes;Yes;11.0;Yes;Yes;Yes;Yes;No;;7.0;3.0;Yes;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;Yes;Yes;No;No;;No, I don't think this is needed;;No;;;5.0;Yes;No, neither of those;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;No;Yes;Yes;Yes;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;;;;;;;;;;;;No;No;1155.09;109.25;;;;;;;;;;408.19;;;;;390.08;;;;54.64;;;;;;;;50.05;;;;;;14.71;;;;;8.44;;47.57;;;;;30.61;;;;;;;15.12;;;;26.43;;;complete;Saint Gallen;CH
483;2024-07-11 11:30:02;11.0;de;858732681;2024-07-11 11:08:52;2024-07-11 11:30:02;2007.0;20.0;19.0;Yes;5.0;5.0;812.0;138.0;Yes;No;Yes;No;Yes;40.0;Yes;Yes;140.0;Yes;Yes;Yes;Yes;Yes;;30.0;0.0;Yes;Yes;Yes;No;No;;Of most;Several times a year;Enig;;;;;;;;;;Yes;No;No;No;Die Daten werden als 15 Minuten Mittelwert gespeichert und für eine mögliche Umstellung auf eine dynamische Bewirtschaftung des Kanalnetzes archiviert;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;Yes;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2010;;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I support this vision on the following condition:;Je nach Charakter des Einzugsgebiet und der Belastung der ARA kann der Einsatz flächendeckender Messungen und deren direkten Einfluss auf die Systemsteuerung Sinn machen. Sofern der Betrieb der Anlage weitgehend statisch funktioniert, ist diese Lösung auch interessant.;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;;Joint events and information campaigns;Shifting competence from the municipality to the association;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;Yes;No;1274.59;73.08;;;;;;;;;;20.23;;;;;61.75;;;;126.73;;;;;;;;180.36;;;;;;114.54;;;;;17.37;;417.19;;;;;78.31;;;;;;;131.77;;;;53.26;;;complete;Uri;CH
484;2024-07-11 12:53:00;11.0;de;1684742698;2024-07-11 12:19:08;2024-07-11 12:53:00;1969.0;3.0;3.0;No;3.0;2.0;4500.0;;Yes;Yes;No;No;No;16.0;Yes;Yes;14.0;No;Yes;No;No;Yes;;5.0;0.0;Yes;Yes;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;Yes;No;No;No;;No;No;Yes;No;Yes;No;No;No;No;No;;Yes;No;No;No;No;No;No;No;;;;;;;;;;;;No, I don't think this is needed;;Yes;2010;Yes;5.0;Yes;No, neither of those;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;No;No;No;Yes;Yes;Yes;No;No;No;;One-off subsidy for metrology equipment;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;No;No;2036.19;1590.43;;;;;;;;;;49.78;;;;;67.06;;;;67.14;;;;;;;;76.07;;;;;;21.52;;;;;7.44;;55.22;;;;;38.19;;;;;;;48.62;;;;14.72;;;complete;Saint Gallen;CH
551;2024-07-17 13:49:47;11.0;fr;1991191041;2024-07-17 13:36:49;2024-07-17 13:49:47;1977.0;2.0;1.0;;5.0;4.0;0.0;0.0;Yes;No;No;No;No;0.0;;;12.0;;;;;;;;1.0;No;Yes;No;No;No;;From some;In near real-time;Enig;;;;;;;;;;No;No;No;No;Canton de Vaud DGE;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Yes;No;No;No;Yes;;Yes, I do uncertainty calculations on my data;;;;;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;;;;;;;;;;No;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;;No;No;783.83;167.81;;;;;;;;;;17.63;;;;;10.17;;;;148.8;;;;;;;;75.36;;;;;;15.87;;;;;15.4;;130.51;;;;;89.97;;;;;;;70.47;;;;41.84;;;complete;Geneva;CH
549;2024-07-17 13:41:25;11.0;de;286040842;2024-07-17 12:58:43;2024-07-17 13:41:25;1960.0;14.0;11.0;Yes;5.0;5.0;9900.0;321.0;Yes;No;Yes;No;Yes;44.0;Yes;Yes;0.0;Yes;Yes;Yes;Yes;Yes;;8.0;1.0;Yes;Yes;No;No;No;;From some;Once a month;Uenig;Yes;No;Yes;;No;No;No;Yes;Fehlende Fachleute;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;;;;Yes;2008;Yes;5.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;Aufgrund unserer Erfahrung ist es jeweils notwendig, die Daten sehr gut zu prüfen und teilweise sind auch entsprechende Zusatzinfos über die Qualität zu ergänzen. ;;;Yes;Yes;No;Yes;No;No;No;;Shifting competence from the municipality to the association;Customized services of engineering and design offices;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;- Qualität des Fragebogens nicht über alle Zweifel erhaben (teilweise wirre Fragestellungen, gemixt mit Englisch);No;No;2567.44;440.22;;;;;;;;;;764.03;;;;;71.32;;;;313.82;;;;;;;;105.45;;;;;;67.21;;;;;12.03;;391.69;;;;;110.67;;;;;;;247.24;;;;43.76;;;complete;Obwalden;CH
547;2024-07-17 13:05:00;11.0;fr;1741126256;2024-07-17 12:51:11;2024-07-17 13:05:00;2016.0;140.0;1.0;Yes;2.0;;95.0;;Yes;No;No;No;No;;;;;;;;;;;;;No;No;No;No;No;;;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;;;;;Yes;;;;;;;;;;;;;No;No;No;No;;Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;;;No;No;831.43;327.09;;;;;;;;;;7.49;;;;;5.92;;;;47.33;;;;;;;;22.78;;;;;;19.34;;;;;17.2;;150.26;;;;;23.37;;;;;;;198.15;;;;12.5;;;complete;Bern;CH
543;2024-07-17 09:36:54;11.0;fr;625608204;2024-07-17 09:26:32;2024-07-17 09:36:54;1900.0;;1.0;;;;;;No;No;No;Yes;No;0.0;;;0.0;;;;;;;;0.0;No;No;No;No;No;Aucune donnée;Of none;Never;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pas de DO dans la commune;;;;5.0;;;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;Yes;Yes;Yes;Yes;No;No;No;No;Aucun DO sur la commune;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Better products and services from metrology companies;Shifting competence from the municipality to the association;;;;;;;;;;;;No;No;626.17;67.0;;;;;;;;;;49.01;;;;;7.96;;;;75.31;;;;;;;;38.49;;;;;;40.43;;;;;27.52;;120.82;;;;;47.12;;;;;;;122.74;;;;29.77;;;complete;Zurich;CH
541;2024-07-17 09:54:51;11.0;de;2123581718;2024-07-17 09:23:05;2024-07-17 09:54:50;1960.0;7.0;11.0;Yes;5.0;5.0;;;Yes;No;No;No;No;2.0;No;No;1.0;Yes;Yes;Yes;Yes;Yes;;0.0;0.0;No;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;Yes;No;;No;No;No;No;Yes;Yes;Yes;No;No;No;;Yes;No;No;No;No;No;No;No;fehlende Personalkapazität;;;;;;;;;;;Yes, I do uncertainty calculations on my data;;Yes;2015;No;5.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Better products and services from metrology companies;;;;;;;;;;;;No;No;1908.73;552.02;;;;;;;;;;76.06;;;;;106.28;;;;170.22;;;;;;;;306.76;;;;;;162.81;;;;;15.9;;181.31;;;;;71.65;;;;;;;192.72;;;;73.0;;;complete;Aargau;CH
534;2024-07-16 13:19:59;11.0;fr;762498406;2024-07-16 13:03:32;2024-07-16 13:19:59;1969.0;6.0;3.0;No;2.0;2.0;900.0;468.0;No;Yes;No;Yes;No;14.0;No;Yes;3.0;No;No;No;No;No;;0.0;0.0;No;No;No;No;No;;Of all;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;Yes;No;No;No;;No;Yes;No;No;Yes;No;Yes;No;No;Yes;;Yes;Yes;No;No;No;Yes;No;No;;;;;;;;;;;;;;Yes;2008;Yes;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;No;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;Yes;Yes;992.0;59.55;;;;;;;;;;139.46;;;;;57.65;;;;94.11;;;;;;;;132.9;;;;;;56.36;;;;;21.54;;171.25;;;;;70.17;;;;;;;117.89;;;;71.12;;;complete;Vaud;CH
532;2024-07-16 11:57:22;11.0;de;545983701;2024-07-16 11:41:47;2024-07-16 11:57:22;1999.0;10.0;5.0;No;3.0;2.0;;;Yes;No;No;No;No;0.0;;;1.0;;;;;;;;1.0;No;No;No;No;No;Es werden noch immer keine Entlastungs- oder Niveaudaten in SBW gemessen. Erste Abklärungen beginnen 2025.;Of none;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;No;No;No;"Fehlendes Messkonzept, da bisher keine Verpflichtung zum Messen/Überwachen und gleichzeitig fehlender ""Behördendruck"" (es wird nichts gefordert und daher auch nichts regelmässig kontrolliert).";Yes;No;No;No;;Yes;No;No;No;;No;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;;Yes;No;No;Yes;No;Yes;No;No;;;;;;;;;;;;;Keine Unsicherheitsbetrachtung, weil keine Messdaten erhoben werden von den SBW im Einzugsgebiet.;Yes;2008;No;2.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;No;No;Yes;No;No;No;;Shifting competence from the municipality to the association;Increased supervisory role of the cantons;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;No;No;942.16;258.47;;;;;;;;;;17.77;;;;;10.64;;;;192.41;;;;;;;;107.76;;;;;;66.95;;;;;7.77;;81.45;;;;;75.48;;;;;;;94.67;;;;28.79;;;complete;Zurich;CH
528;2024-07-16 05:51:59;11.0;fr;344184410;2024-07-16 05:40:04;2024-07-16 05:51:59;1975.0;;17.0;Yes;;;;;Yes;No;No;Yes;No;10.0;No;Yes;5.0;No;No;Yes;Yes;Yes;;3.0;1.0;No;No;No;No;No;;Of none;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;;;;;Yes;;;;;;;;;;;;;No;No;No;No;;One-off subsidy for metrology equipment;Education and training opportunities for measurement technology and measurement data management;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;No;No;719.05;106.42;;;;;;;;;;17.8;;;;;52.07;;;;186.5;;;;;;;;20.7;;;;;;20.64;;;;;24.88;;149.18;;;;;39.01;;;;;;;91.98;;;;9.87;;;complete;Vaud;CH
521;2024-07-15 12:44:53;11.0;fr;903742004;2024-07-15 12:34:13;2024-07-15 12:44:53;1974.0;3.0;3.0;;1.0;;;;No;Yes;No;No;Yes;3.0;Yes;No;3.0;Yes;No;Yes;Yes;Yes;;1.0;1.0;No;Yes;No;No;No;;From some;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;Yes;;;;;;;4.0;Yes;No, neither of those;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;No;Yes;No;No;No;Yes;Yes;Yes;;Increased supervisory role of the cantons;Joint events and information campaigns;Performance indicators;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Better products and services from metrology companies;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Education and training opportunities for measurement technology and measurement data management;One-off subsidy for metrology equipment;Shifting competence from the municipality to the association;Customized services of engineering and design offices;;;;No;No;645.62;160.93;;;;;;;;;;52.64;;;;;65.47;;;;84.9;;;;;;;;63.28;;;;;;17.89;;;;;17.0;;57.76;;;;;40.69;;;;;;;67.88;;;;17.18;;;complete;Zurich;CH
